splus-filters/uJAVA.dat,splus-filters/F0378.dat,splus-filters/F0395.dat,splus-filters/F0410.dat,splus-filters/F0430.dat,splus-filters/gSDSS.dat,splus-filters/F0515.dat,splus-filters/rSDSS.dat,splus-filters/F0660.dat,splus-filters/iSDSS.dat,splus-filters/F0861.dat,splus-filters/zSDSS.dat
1.302952579641251596e+01,1.259007428856537025e+01,1.244898610559833863e+01,1.238344694696356463e+01,1.229615536107261242e+01,1.219331029370322561e+01,1.196174506331815657e+01,1.194341611810365045e+01,1.126301507183171857e+01,1.192969142728363430e+01,1.188666075514717058e+01,1.178843216843958963e+01
1.388478404977337455e+01,1.345396978383090847e+01,1.318627113434023990e+01,1.308837839897218025e+01,1.297432395886211332e+01,1.283556530235009596e+01,1.262743172812852954e+01,1.248634322439704825e+01,1.193855230676839518e+01,1.236634461098034699e+01,1.228089580690069660e+01,1.218449197040124510e+01
1.467259433287648740e+01,1.424249630223573071e+01,1.388282854399996502e+01,1.375908099347522828e+01,1.362191492268358495e+01,1.344625322152091762e+01,1.324900948987188976e+01,1.300522094241808624e+01,1.256953696613497051e+01,1.279186168570806181e+01,1.266800836230275884e+01,1.257081004507133137e+01
1.541654705897610178e+01,1.497780601825142988e+01,1.455387849332969274e+01,1.440836125909630105e+01,1.425007782524474287e+01,1.403566099684319646e+01,1.383846363192570728e+01,1.350612892115082708e+01,1.315850454205238584e+01,1.320926030679449603e+01,1.304985866116759219e+01,1.294962811484042042e+01
1.613415186648478183e+01,1.567908927984874090e+01,1.520971833922291161e+01,1.504476977254597436e+01,1.486634363821060667e+01,1.461105568976311098e+01,1.440588288460478061e+01,1.399398905825571582e+01,1.371075012579733432e+01,1.362080214456231708e+01,1.342785823397584188e+01,1.332271935102197880e+01
1.192968637039083468e+01,1.177961622824033761e+01,1.143792672409348121e+01,1.143289423011107608e+01,1.138262526306244204e+01,1.142583776370672943e+01,1.143307942489968276e+01,1.133166518664423172e+01,1.030868021036479654e+01,1.159025005848135770e+01,1.165260294057005730e+01,1.164679398040818903e+01
1.283883807007650013e+01,1.258434559307342404e+01,1.221265052735711443e+01,1.218608342206101547e+01,1.211439186484012787e+01,1.210725753180397923e+01,1.207351194003364192e+01,1.193150787608306196e+01,1.106935566016740502e+01,1.206518815607319617e+01,1.208216662789321028e+01,1.207078249108736934e+01
1.366421120023456304e+01,1.333068699858521633e+01,1.293409487585160100e+01,1.288899771229984559e+01,1.279840840018177595e+01,1.274549832984160780e+01,1.267677255436596262e+01,1.249557182168187985e+01,1.179079372816255677e+01,1.251993535116287681e+01,1.249627560803980408e+01,1.247893227507464609e+01
1.443159424541159019e+01,1.403886814678578254e+01,1.362056164599119690e+01,1.355847374999006227e+01,1.344987812706754049e+01,1.335373713044800859e+01,1.325375524588161547e+01,1.303080413490114786e+01,1.246867782013921477e+01,1.295920302991300410e+01,1.289838031777872551e+01,1.287449199352155027e+01
1.516283840256181925e+01,1.472385103738743517e+01,1.428554374507914737e+01,1.420706998688232225e+01,1.408048057618625926e+01,1.394199288473043019e+01,1.381305405727909807e+01,1.354392581576440513e+01,1.310187733198368853e+01,1.338690723153920992e+01,1.329136574112483693e+01,1.326027105258084582e+01
1.587297160871306012e+01,1.539534714617246358e+01,1.493786572973550797e+01,1.484313599361735747e+01,1.469822327451452360e+01,1.451719302000533496e+01,1.436084323486029213e+01,1.404070494556352777e+01,1.369278527638626919e+01,1.380612800368425575e+01,1.367753943589207388e+01,1.363854272897513731e+01
1.194304780749322425e+01,1.171297108861630853e+01,1.141415619117624125e+01,1.140921304408826309e+01,1.135583965253618821e+01,1.135013720115114744e+01,1.121512430365644697e+01,1.127399930842664055e+01,1.037235664929308676e+01,1.146563220373251646e+01,1.150860056497016082e+01,1.149498577325196713e+01
1.284528289326370931e+01,1.253779856160896777e+01,1.218427590445733166e+01,1.214791544933508582e+01,1.206952681084916001e+01,1.201920193723366559e+01,1.188319108602879659e+01,1.184117539029613830e+01,1.110159085669745060e+01,1.191166973501954196e+01,1.190979839979816468e+01,1.189160201807048445e+01
1.366555887972454464e+01,1.329803081264582154e+01,1.290255613277023805e+01,1.284089035894446162e+01,1.274093954835544729e+01,1.264863768727732030e+01,1.250666426215629379e+01,1.237888653492301394e+01,1.178787030549652748e+01,1.234435914469677265e+01,1.230210676718555085e+01,1.227842415078110427e+01
1.442957462211518482e+01,1.401495305460641028e+01,1.358701413618944009e+01,1.350402067762288816e+01,1.338421454550722522e+01,1.325081730770017963e+01,1.309751541803628960e+01,1.289390471222164969e+01,1.242940642626894210e+01,1.276720796645386535e+01,1.268778402684034212e+01,1.265771184868682120e+01
1.515871224644932802e+01,1.470511479438983748e+01,1.425078193756043454e+01,1.414874302778378556e+01,1.400973030227286209e+01,1.383492423465628995e+01,1.366590912415733960e+01,1.339209696141919359e+01,1.302795249669824251e+01,1.318290561110733528e+01,1.306857480796537097e+01,1.303127978870796788e+01
1.586753175599221244e+01,1.537957017928585124e+01,1.490238926313977608e+01,1.478250180715766327e+01,1.462440844657611017e+01,1.440722262155190059e+01,1.421948323229757882e+01,1.387813789754999227e+01,1.358828404164423098e+01,1.359344872035700824e+01,1.344579655131241402e+01,1.340051432523378416e+01
1.186478701990349016e+01,1.138121280129286994e+01,1.132931488588103441e+01,1.134234648503267628e+01,1.129237035719872928e+01,1.116164592564908453e+01,1.070012693902691758e+01,1.116003925659483009e+01,1.042495271652808064e+01,1.127908038458673978e+01,1.130388950535786741e+01,1.123321982438288380e+01
1.277709093696877751e+01,1.231695393602147881e+01,1.213179627943224581e+01,1.209168185893914504e+01,1.201073629006962840e+01,1.186470894282159172e+01,1.148461839945631091e+01,1.172448654819119618e+01,1.112751082370783884e+01,1.173014676019398017e+01,1.170797425616962251e+01,1.163924729129252533e+01
1.360561923666385020e+01,1.316260028048083974e+01,1.287253229031898094e+01,1.279182582485157660e+01,1.268530232272575908e+01,1.251978340708482129e+01,1.220500913015902889e+01,1.225982218818877278e+01,1.178559523799111908e+01,1.216644386251826937e+01,1.210246115456854632e+01,1.203337869340960786e+01
1.437552748476765352e+01,1.393766863597029193e+01,1.357126822885163087e+01,1.345943715580530231e+01,1.333058088765475979e+01,1.313991565716096765e+01,1.286956900362986467e+01,1.277288478985376408e+01,1.239965023624603369e+01,1.259179786308677329e+01,1.248975978801491671e+01,1.241823989408870510e+01
1.510853565710811530e+01,1.466412626254026641e+01,1.424360970152417316e+01,1.410681580232669141e+01,1.395732884713332389e+01,1.373593402931451912e+01,1.349017612424403190e+01,1.326952531051070316e+01,1.297344890198491107e+01,1.300917832243186290e+01,1.287174570923650840e+01,1.279598992101713684e+01
1.581979862263578873e+01,1.536002017149308507e+01,1.490018449115882682e+01,1.474208651219102784e+01,1.457275730529672408e+01,1.431581851834047647e+01,1.407886694620184365e+01,1.375436036965561648e+01,1.351303524736811035e+01,1.342080756232497940e+01,1.324984299355962669e+01,1.316832298603699591e+01
1.190110086951575319e+01,1.136594157211221479e+01,1.141405029441449592e+01,1.141673405074984693e+01,1.136753735191337178e+01,1.124799778602894484e+01,1.080377964078146569e+01,1.122774033937838034e+01,1.045377584052874020e+01,1.135596904439569776e+01,1.138728795405414651e+01,1.129946772386310094e+01
1.282916584171728580e+01,1.232948516380842996e+01,1.221158587177134969e+01,1.216423418564204972e+01,1.208329793123587415e+01,1.194806312751663846e+01,1.158332107201315075e+01,1.179726602945505398e+01,1.116575863392214707e+01,1.180986763534711592e+01,1.179256337588894077e+01,1.171041761505583700e+01
1.366976276186920281e+01,1.319909481222877368e+01,1.294881502238945536e+01,1.286313596888154898e+01,1.275607611751443748e+01,1.260091716265805495e+01,1.229917745135669271e+01,1.233675494210452150e+01,1.183367800264167080e+01,1.224825183714287213e+01,1.218795105708157145e+01,1.210845814639666251e+01
1.444775997069217688e+01,1.399189777483253216e+01,1.364528714850599478e+01,1.352996836660451230e+01,1.340020587318120526e+01,1.321954383693687696e+01,1.296001554948291279e+01,1.285305029025215795e+01,1.245718773229322274e+01,1.267510123376157871e+01,1.257592114229491820e+01,1.249635869549181955e+01
1.518573073466022016e+01,1.473004934407933497e+01,1.431625443155309974e+01,1.417688336217080369e+01,1.402624639400874251e+01,1.381461759475716455e+01,1.357783354119347230e+01,1.335211833946768145e+01,1.303938819696990414e+01,1.309352749981213115e+01,1.295840234545112857e+01,1.287643318869408482e+01
1.589988375284079503e+01,1.543307498033081693e+01,1.497202574373079820e+01,1.481188816125032126e+01,1.464125032300959184e+01,1.439395683522569946e+01,1.416457343223671650e+01,1.383873224223023790e+01,1.358593616405775073e+01,1.350587135016031048e+01,1.333686242938235900e+01,1.325052040717132051e+01
1.198112173327897700e+01,1.152952965733821422e+01,1.156353969834843021e+01,1.154605576454647142e+01,1.149501677677249312e+01,1.143064348490836402e+01,1.115583030942083020e+01,1.129901728155304319e+01,1.044118263438230620e+01,1.142213547090315551e+01,1.143106821188342259e+01,1.132345349724544370e+01
1.293622141972687878e+01,1.249520447233303777e+01,1.236793277076246689e+01,1.230898927383723240e+01,1.222513603915405689e+01,1.212468299178628506e+01,1.188649580583965282e+01,1.187953832884226735e+01,1.116842959720580275e+01,1.187757795092851687e+01,1.183750379779518092e+01,1.173551606641922085e+01
1.379781929026555254e+01,1.336674201925207406e+01,1.311012686210213651e+01,1.301862041247396284e+01,1.290787171535128941e+01,1.277215152633108453e+01,1.255978747201556622e+01,1.242782588742477579e+01,1.185267681186084054e+01,1.231706055368295516e+01,1.223376875730579805e+01,1.213437513745911467e+01
1.459000335223900358e+01,1.416102971091083340e+01,1.380986605287294289e+01,1.369235275028662180e+01,1.355844109013314913e+01,1.338645466386054572e+01,1.318713660093095719e+01,1.295079317463803825e+01,1.249227815913859452e+01,1.274464957511695751e+01,1.262239135065876816e+01,1.252284786258620919e+01
1.533668864254191000e+01,1.490019200193805382e+01,1.448285400194098749e+01,1.434348772541656380e+01,1.418845690399724013e+01,1.397827832934000547e+01,1.378066737896677019e+01,1.345470670839632454e+01,1.308911384014831647e+01,1.316353976806043669e+01,1.300535182463789319e+01,1.290329622963745315e+01
1.605590392008143041e+01,1.560385008743938506e+01,1.513983016993999975e+01,1.498099682566591717e+01,1.480584187530872065e+01,1.455526130738806323e+01,1.435082257769081515e+01,1.394471750838676094e+01,1.364803546420152180e+01,1.357614256220982973e+01,1.338416057177975382e+01,1.327760318600916456e+01
1.462992374890752423e+01,1.429185075274994610e+01,1.397369868202661003e+01,1.384096909443002765e+01,1.373297810437130373e+01,1.355614770560984361e+01,1.341457086491154094e+01,1.320171559028083585e+01,1.316432717273186803e+01,1.302944444035074945e+01,1.297893286060296880e+01,1.296882262996905943e+01
1.531424213644423027e+01,1.494668748641677958e+01,1.460945537143701678e+01,1.445983327996897394e+01,1.433206184248064652e+01,1.411187690583309795e+01,1.394302001290567183e+01,1.366251506682815808e+01,1.360685080936572611e+01,1.342894962389227054e+01,1.334708478428460587e+01,1.332799314560145909e+01
1.599821954040071326e+01,1.560149516798288438e+01,1.524520006527174054e+01,1.507866062138665164e+01,1.493111400424997548e+01,1.466640192289381694e+01,1.447145123382149912e+01,1.412286461708819196e+01,1.404937041959784416e+01,1.382820833199224886e+01,1.371522458390796295e+01,1.368697471844012448e+01
1.668185954857684195e+01,1.625627383945697702e+01,1.588093276596787184e+01,1.569745113008899118e+01,1.553013458936319147e+01,1.521973890666937557e+01,1.499986453078902748e+01,1.458276647814546045e+01,1.449188600326147203e+01,1.422722096398319813e+01,1.408335225664402124e+01,1.404576261751635791e+01
1.736516579838027141e+01,1.691102354359221138e+01,1.651665347606494194e+01,1.631620481876947082e+01,1.612912359845557830e+01,1.577190514286748702e+01,1.552825990726558025e+01,1.504222307466968012e+01,1.493439756020607412e+01,1.462598797875738477e+01,1.445146779980108853e+01,1.440435106473728233e+01
1.804814197151103272e+01,1.756574432388008589e+01,1.715236219820492281e+01,1.693492170140694952e+01,1.672808103311337646e+01,1.632291895896759115e+01,1.605663736703552402e+01,1.550123701381596142e+01,1.537690509029741470e+01,1.502450989424956695e+01,1.481957121082492712e+01,1.476273259698349527e+01
1.481336249411223527e+01,1.444013662797887498e+01,1.412535227653178005e+01,1.392732613436196054e+01,1.380465017145023943e+01,1.358460593291965601e+01,1.342380926726002777e+01,1.316045314723594295e+01,1.311019512650617891e+01,1.295991568938686633e+01,1.290277040662233254e+01,1.288589895485656989e+01
1.549766085568015406e+01,1.509488983741544565e+01,1.476111268422347855e+01,1.454608187345524151e+01,1.440378196711645664e+01,1.413926489190585123e+01,1.395226216338957137e+01,1.362099450317755789e+01,1.355271494561865531e+01,1.335933847168110411e+01,1.327092707714208508e+01,1.324498694585905945e+01
1.618161830518416977e+01,1.574961396095300792e+01,1.539686112789659411e+01,1.516480097646262770e+01,1.500288219638725273e+01,1.469274136254591490e+01,1.448069713395767089e+01,1.408108748344577243e+01,1.399523074121360544e+01,1.375851509408358986e+01,1.363907162351277158e+01,1.360388567676079496e+01
1.686523833730331390e+01,1.640430904305459237e+01,1.603259760970827230e+01,1.578348345727989077e+01,1.560195085654144087e+01,1.524505221088033657e+01,1.500911418203603098e+01,1.454073442681955619e+01,1.443774251314706625e+01,1.415744597793547932e+01,1.400720404272878206e+01,1.396259089721056590e+01
1.754852449802247705e+01,1.705897512892990520e+01,1.666832213191534962e+01,1.640212933107173399e+01,1.620098794580183466e+01,1.579621533996867377e+01,1.553751331102410838e+01,1.499993785661072287e+01,1.488025026129131057e+01,1.455613160382213600e+01,1.437532433192131442e+01,1.432109729960660438e+01
1.823148037940881139e+01,1.771361226452889426e+01,1.730403469687432860e+01,1.702073861426925561e+01,1.679999346333523391e+01,1.634624959600805738e+01,1.606589452464884360e+01,1.545870047538591940e+01,1.532275398553486845e+01,1.495457251102911833e+01,1.474343248835850950e+01,1.467939797128271628e+01
1.531460801560984386e+01,1.496517944733408179e+01,1.482130838667770867e+01,1.442389933418225034e+01,1.426885383886135905e+01,1.391786069531309344e+01,1.372521652161474925e+01,1.334714934800444475e+01,1.326834565528431575e+01,1.308981860963861088e+01,1.300643337017478451e+01,1.297286137431524899e+01
1.599868080901249279e+01,1.562015547906293200e+01,1.545709558357420299e+01,1.504240499101621786e+01,1.486793062024584877e+01,1.446983560067213936e+01,1.425371930044762969e+01,1.380727915729667110e+01,1.371085515610477223e+01,1.348888159253546881e+01,1.337460203786180024e+01,1.333172160903926873e+01
1.668241556721066488e+01,1.627510107728376099e+01,1.609287115979347149e+01,1.566087447521480946e+01,1.546697554932719321e+01,1.502069607012037089e+01,1.478220426394554643e+01,1.426696380457004132e+01,1.415336063334128092e+01,1.388769897921576124e+01,1.374275860737965083e+01,1.369038969179814380e+01
1.736581573264635736e+01,1.693001628184902430e+01,1.672863511550840698e+01,1.627930780723630733e+01,1.606598862433083497e+01,1.557046010114138390e+01,1.531067141449539726e+01,1.472620577064426506e+01,1.459586208692278753e+01,1.428627128704511584e+01,1.411090307549499734e+01,1.404886163162470147e+01
1.804888480092029468e+01,1.758490113353449047e+01,1.736438745096557668e+01,1.689770500877964565e+01,1.666496984443497809e+01,1.611914645518056233e+01,1.583912075480783166e+01,1.518500771578113451e+01,1.503835951679444527e+01,1.468459909172544364e+01,1.447903543910904212e+01,1.440713238758410419e+01
1.873162631560492386e+01,1.823975567403312326e+01,1.800012816648535718e+01,1.751606610278088993e+01,1.726391920977044947e+01,1.666677457090365522e+01,1.636755228791709627e+01,1.564337247417940269e+01,1.548085292291764326e+01,1.508268302663947757e+01,1.484715569525777035e+01,1.476519535859242005e+01
1.563939894777996820e+01,1.529700754378652228e+01,1.520574923058541295e+01,1.472286524078086778e+01,1.454160694775243279e+01,1.414088233141154483e+01,1.393867948144591828e+01,1.351359778509088905e+01,1.342135180205824163e+01,1.320787446819841726e+01,1.309849669168049680e+01,1.305300545005833435e+01
1.632342238008729041e+01,1.595210064186766807e+01,1.584148782025787661e+01,1.534130373110441603e+01,1.514059178019156171e+01,1.469185469729339211e+01,1.446718418675473039e+01,1.397353522071844800e+01,1.386385583023885637e+01,1.360660286408928776e+01,1.346665951085467050e+01,1.341170042099481030e+01
1.700710527796750071e+01,1.660716266226113547e+01,1.647721494434607692e+01,1.595970622985328724e+01,1.573954481042448883e+01,1.524173994972085744e+01,1.499567111085257842e+01,1.443302841013725590e+01,1.430635583181592985e+01,1.400508713568227925e+01,1.383481019974652959e+01,1.377020231352024204e+01
1.769045113284147774e+01,1.726219364162132663e+01,1.711293060289625245e+01,1.657807275864440300e+01,1.633846603977809764e+01,1.579055621379090546e+01,1.552414025625846428e+01,1.489207990520194791e+01,1.474885180674903218e+01,1.440332789014300907e+01,1.420294875500791854e+01,1.412850723724095836e+01
1.837346349155292202e+01,1.791719361761753149e+01,1.774863479601778593e+01,1.719640334032364848e+01,1.693735547051517898e+01,1.633832228648992668e+01,1.605259162581356591e+01,1.535069243526437255e+01,1.519134375501391965e+01,1.480132579119856295e+01,1.457107517342644520e+01,1.448661026520740158e+01
1.905614595101805619e+01,1.857216262892820779e+01,1.838432752388348135e+01,1.781469799896215278e+01,1.753621310583391590e+01,1.688505755443053147e+01,1.658102522268105261e+01,1.580886890154723723e+01,1.563383167660264128e+01,1.519908155838489527e+01,1.493918945192570824e+01,1.484450493419815409e+01
1.603898200053367518e+01,1.568716798017209335e+01,1.562516815369319012e+01,1.506777426436747014e+01,1.485488958603973053e+01,1.440741732782026752e+01,1.420326475113743392e+01,1.371963055581395174e+01,1.361702108048814530e+01,1.337372420964689290e+01,1.323553303212095678e+01,1.314206026845103104e+01
1.672272643941598247e+01,1.634234554660500649e+01,1.626085754780359949e+01,1.568615922143724184e+01,1.545377680289907651e+01,1.495743030541196639e+01,1.473178077765529004e+01,1.417939832891267748e+01,1.405952002065671458e+01,1.377212795024359870e+01,1.360369551929380272e+01,1.350017938401564344e+01
1.740613271588690836e+01,1.699749167744984746e+01,1.689653560574660318e+01,1.630450841485126290e+01,1.605263235534913946e+01,1.550638160547081945e+01,1.526027910897930617e+01,1.463872326575791938e+01,1.450201493151834065e+01,1.417028816215650089e+01,1.397184577429376340e+01,1.385810236605533241e+01
1.808920431518409444e+01,1.765260640575884210e+01,1.753220232761486486e+01,1.692282186626353990e+01,1.665145624799750834e+01,1.605428940374955715e+01,1.578875974759286471e+01,1.509760796974801345e+01,1.494450581305221881e+01,1.456820552945874248e+01,1.433998379337733020e+01,1.421582546351302589e+01
1.877194477797281635e+01,1.830768976565688533e+01,1.816785771355618451e+01,1.754109959853963829e+01,1.725024848636311248e+01,1.660117246721715389e+01,1.631722269629716848e+01,1.555605521945591541e+01,1.538699266525372344e+01,1.496588079171755759e+01,1.470810957293922350e+01,1.457334388807459469e+01
1.945435769494897826e+01,1.896274179233641988e+01,1.880350176377381999e+01,1.815934163575320071e+01,1.784900907687529781e+01,1.714705007626184141e+01,1.684566795821100627e+01,1.601406796293496271e+01,1.582947548813449323e+01,1.536331474316257406e+01,1.507622310951257738e+01,1.493065132194491973e+01
1.435441719841431940e+01,1.403227368963001886e+01,1.369985344175130315e+01,1.358223042437586336e+01,1.348003685134543694e+01,1.332670104698755686e+01,1.319819000823951605e+01,1.300754560749919797e+01,1.293635546130838243e+01,1.285786776072794702e+01,1.281424661068423099e+01,1.280561874287485402e+01
1.504909079765841717e+01,1.469302544108361452e+01,1.434118412506625795e+01,1.420598450211130448e+01,1.408372448551338429e+01,1.388647956088485635e+01,1.372951947327624289e+01,1.347170085556593655e+01,1.339546720310529260e+01,1.325867213344657891e+01,1.318332237906374793e+01,1.316578084654667258e+01
1.573871510809387253e+01,1.535106524359388125e+01,1.498003688487956175e+01,1.482759698399389059e+01,1.468545796754108856e+01,1.444361738135256523e+01,1.425972174222944666e+01,1.393432894790437793e+01,1.384916680953628010e+01,1.365884797047495702e+01,1.355212040255109152e+01,1.352548211396199029e+01
1.642548983639700211e+01,1.600759962887434895e+01,1.561749846307859180e+01,1.544797648219654995e+01,1.528604145187629193e+01,1.499871504318325144e+01,1.478922404540991842e+01,1.439579187132123117e+01,1.429918614727871962e+01,1.405851407050819368e+01,1.392071684037341051e+01,1.388479292203488136e+01
1.711059490560197460e+01,1.666329494203801787e+01,1.625417877788580867e+01,1.606764092072185690e+01,1.588594412542530243e+01,1.555213397101733896e+01,1.531828960617768765e+01,1.485633176580130232e+01,1.474671996421051468e+01,1.445775254457466552e+01,1.428916605775404669e+01,1.424376198936057669e+01
1.779465977634547968e+01,1.731851753852611253e+01,1.689041867478092840e+01,1.668688445511977392e+01,1.648543880625684466e+01,1.610409523070871529e+01,1.584708026089434618e+01,1.531611075765327179e+01,1.519258266016479020e+01,1.485662020884065804e+01,1.465750683985236158e+01,1.460242077908202951e+01
1.451694323105345497e+01,1.414531225444454954e+01,1.380977275208859290e+01,1.363419922995374911e+01,1.352067497555421305e+01,1.332632954039916306e+01,1.317598288646082416e+01,1.294314126525059017e+01,1.286744221255737308e+01,1.276486209761858071e+01,1.271417640648953729e+01,1.269967179412165414e+01
1.521259259320491175e+01,1.480791345802168912e+01,1.445163933035510873e+01,1.425767394678974220e+01,1.412408070156319972e+01,1.388502091248934356e+01,1.370867983422884073e+01,1.340631831908648941e+01,1.332335452592437441e+01,1.316513161227645945e+01,1.308285941527630492e+01,1.305938868600941127e+01
1.590265211502237186e+01,1.546692852918332228e+01,1.509079138756445992e+01,1.487908378989357594e+01,1.472567347076660660e+01,1.444113187866228110e+01,1.423971685331665249e+01,1.386821744648270460e+01,1.377487433230135316e+01,1.356490878307501724e+01,1.345137940251818698e+01,1.341875136932778467e+01
1.658956960100721645e+01,1.612395401987057042e+01,1.572841941270724142e+01,1.549930496229874244e+01,1.532619884185402803e+01,1.499524466519802779e+01,1.476972821021647952e+01,1.432911782638508136e+01,1.422341931966167472e+01,1.396427062769634198e+01,1.381977968885055397e+01,1.377780074781808928e+01
1.727466108075942586e+01,1.677987414134617339e+01,1.636519200962463216e+01,1.611883658368504513e+01,1.592609152126545347e+01,1.554771105514962493e+01,1.529910436731614176e+01,1.478920636966121016e+01,1.466996058765279720e+01,1.436327032884804389e+01,1.418809116986467167e+01,1.413656445271982243e+01
1.795862951915999517e+01,1.743517563912061874e+01,1.700148292122213078e+01,1.673796198232118826e+01,1.652560417302103701e+01,1.609874716472345568e+01,1.582808494295446344e+01,1.524860848373691802e+01,1.511515694608263694e+01,1.476194469015657340e+01,1.455633587268913409e+01,1.449505909090482270e+01
1.493482376353814978e+01,1.456203177048416286e+01,1.437507593921741922e+01,1.405084576057646295e+01,1.390801596928699801e+01,1.360858944211060439e+01,1.341422486475404163e+01,1.310796718950583717e+01,1.300971514365498116e+01,1.287824158552163389e+01,1.280320311103626274e+01,1.277032949133299944e+01
1.563767580206003949e+01,1.524179135406879659e+01,1.502449571307795573e+01,1.467738321895560283e+01,1.451382013926902737e+01,1.416851581054858222e+01,1.395755746973820699e+01,1.357144366700689098e+01,1.346556902078235574e+01,1.327854206133342352e+01,1.317212118062418291e+01,1.313022553023387040e+01
1.633162639065958288e+01,1.591046688289679345e+01,1.566790433427496687e+01,1.530045111109808964e+01,1.511678724580467126e+01,1.472457026387287549e+01,1.449517928679847678e+01,1.403342123891984450e+01,1.391704669101359038e+01,1.367823413330242310e+01,1.354081210723198048e+01,1.348965070380268649e+01
1.702060846794360671e+01,1.657290637898822538e+01,1.630791761037967902e+01,1.592152653093127235e+01,1.571808898550322731e+01,1.527785921975392647e+01,1.502925224440996210e+01,1.449425544280892275e+01,1.436556060312328675e+01,1.407743150199519810e+01,1.390933758207976645e+01,1.384867724690212576e+01
1.770677134356897753e+01,1.723187453198793051e+01,1.694602361251238776e+01,1.654145531032687444e+01,1.631841066075356395e+01,1.582905663381086292e+01,1.556113225465356642e+01,1.495418365179296849e+01,1.481207821554505166e+01,1.447621256267482970e+01,1.427774162528980106e+01,1.420735562535445773e+01
1.839127495681578139e+01,1.788891753397424011e+01,1.758305996392543946e+01,1.716071889728294053e+01,1.691815108213764063e+01,1.637857550123656125e+01,1.609166022331818979e+01,1.541336455441390463e+01,1.525725585655033179e+01,1.487463144397631787e+01,1.464605563288033530e+01,1.456571917637447022e+01
1.519429227583478514e+01,1.482251433282370989e+01,1.469516598186923240e+01,1.430968891512985941e+01,1.414461518748730917e+01,1.380515945931870014e+01,1.360012268297652760e+01,1.325292834205832726e+01,1.313894380941555973e+01,1.298366107788758050e+01,1.288768254793284918e+01,1.284631483864108326e+01
1.590281496591119925e+01,1.551245894844144324e+01,1.534743535021252292e+01,1.493751976417347826e+01,1.475126258912692201e+01,1.436477786120874889e+01,1.414434956746031169e+01,1.371662748174036217e+01,1.359656198614064415e+01,1.338377500876510418e+01,1.325661964535965076e+01,1.320620023586351799e+01
1.659986445531380994e+01,1.618698437370546017e+01,1.599245704659378653e+01,1.556130323360385681e+01,1.535469292975831301e+01,1.492030963454441483e+01,1.468252713464118564e+01,1.417870265982638678e+01,1.404923969226318725e+01,1.378325102575132455e+01,1.362532227952126540e+01,1.356558361561650905e+01
1.729051121621204956e+01,1.685274124918629113e+01,1.663337254665747977e+01,1.618276135081335809e+01,1.595623453979907502e+01,1.547295712849622440e+01,1.521694178111274631e+01,1.463954993025008555e+01,1.449856359015606877e+01,1.418221262162741958e+01,1.399385423340042856e+01,1.392454532787172461e+01
1.797755491872211664e+01,1.751359142579434902e+01,1.727197824291807748e+01,1.680288268363705129e+01,1.655666570151792882e+01,1.602345190824181032e+01,1.574903005581654192e+01,1.509943433592627748e+01,1.494562486274343094e+01,1.458074492953642043e+01,1.436226102140787653e+01,1.428314186842943023e+01
1.866251507957556655e+01,1.817171638895467467e+01,1.790928828197352729e+01,1.742223074820896755e+01,1.715643981341719382e+01,1.657224128977546229e+01,1.627968385794193651e+01,1.555853337943266190e+01,1.539116581152559071e+01,1.497890671657893158e+01,1.473057510598173714e+01,1.464141104704397200e+01
1.551246259636317326e+01,1.514780317892534534e+01,1.503730372536184667e+01,1.461596348904312315e+01,1.443001864990676175e+01,1.406236270192736804e+01,1.386657445796081056e+01,1.345862943374209841e+01,1.332501070673773036e+01,1.315691282424409358e+01,1.303417772496382732e+01,1.295083329123589344e+01
1.622998044287342978e+01,1.584376560073355655e+01,1.569360719644694946e+01,1.524664693198681498e+01,1.503881721508552083e+01,1.462147636279212115e+01,1.440702635280833910e+01,1.392302592098394065e+01,1.378657892187436751e+01,1.355692303881602889e+01,1.340322056416965246e+01,1.331033543245855633e+01
1.693196562540910932e+01,1.652179105225962630e+01,1.634094421249805507e+01,1.587205358700062696e+01,1.564347537406432842e+01,1.517638872043810316e+01,1.494286833380643209e+01,1.438551780672270475e+01,1.424195681870001273e+01,1.395624097756600257e+01,1.377199931165442059e+01,1.366930035599621895e+01
1.762526426933659351e+01,1.718954657582668588e+01,1.698317563854282142e+01,1.649442263730077940e+01,1.624570146935615611e+01,1.572837311874300603e+01,1.547585076180525654e+01,1.484659309464810839e+01,1.469310998082700515e+01,1.435500718722920332e+01,1.414058619925825333e+01,1.402781760291469304e+01
1.831371070374967402e+01,1.785153406463754422e+01,1.762252688317564164e+01,1.711504660944579115e+01,1.684650007737089084e+01,1.627819630363658376e+01,1.600706649681102434e+01,1.530657914509654383e+01,1.514140256006622742e+01,1.475331857988005702e+01,1.450903278346052083e+01,1.438595038794443148e+01
1.899940027900222006e+01,1.851031266323282054e+01,1.826026032881312844e+01,1.773466467489111409e+01,1.744645755000677667e+01,1.682632225488143263e+01,1.653719176680464997e+01,1.576569549286370808e+01,1.558776833755999469e+01,1.515124205558392667e+01,1.487737584291844861e+01,1.474374143428000927e+01
1.385990931310394281e+01,1.358423060135208438e+01,1.323778999185861416e+01,1.315619810349715912e+01,1.306910358405921180e+01,1.297301415465643082e+01,1.287951602159293607e+01,1.272274278087189181e+01,1.241206804197671154e+01,1.264953335803993006e+01,1.262466783683476201e+01,1.261767743142399745e+01
